STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,FREQ,,NETWORK_TYPE,,MEASURE,,NETWORK_ACCESS_MODE,,NETWORK_SPEED,,UNIT_MEASURE,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MULT,,DECIMALS,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2018-Q4,,1.32,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2018-Q2,,1.08,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2017-Q4,,0.92,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2017-Q2,,0.82,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2016-Q4,,0.7,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2016-Q2,,0.63,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2015-Q4,,0.55,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2015-Q2,,0.48,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2014-Q4,,0.43,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2014-Q2,,0.38,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2013-Q4,,0.33,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2013-Q2,,0.3,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2012-Q4,,0.26,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2012-Q2,,0.22,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2011-Q4,,0.2,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2011-Q2,,0.17,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2010-Q4,,0.14,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2010-Q2,,0.18,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2024-Q4,,35.58,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2024-Q2,,33.6,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2023-Q4,,31.39,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2023-Q2,,29.1,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2022-Q4,,26.61,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2022-Q2,,24.03,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2021-Q4,,21.34,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2021-Q2,,18.43,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2020-Q4,,15.39,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2020-Q2,,12.36,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2019-Q4,,10.5,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2019-Q2,,8.66,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2018-Q4,,7.15,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2018-Q2,,5.89,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2017-Q4,,4.87,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2017-Q2,,3.96,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2016-Q4,,3.25,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2016-Q2,,2.66,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2015-Q4,,2.18,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2015-Q2,,1.75,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2014-Q4,,1.42,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2014-Q2,,1.1,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2013-Q4,,0.85,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2013-Q2,,0.65,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2012-Q4,,0.49,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2012-Q2,,0.38,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2011-Q4,,0.3,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2011-Q2,,0.24,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2010-Q4,,0.18,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2010-Q2,,0.14,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2024-Q4,,11.03,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2024-Q2,,10.36,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2023-Q4,,9.49,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2023-Q2,,8.96,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2022-Q4,,8.63,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2022-Q2,,8.6,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2021-Q4,,8.3,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2021-Q2,,8.02,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2020-Q4,,7.7,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2020-Q2,,7.39,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2019-Q4,,6.93,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2019-Q2,,6.71,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2018-Q4,,6.56,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2018-Q2,,6.63,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2017-Q4,,6.12,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2017-Q2,,5.11,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2016-Q4,,4.22,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2016-Q2,,3.6,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2015-Q4,,2.71,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2015-Q2,,1.79,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2014-Q4,,1.38,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2014-Q2,,0.88,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2013-Q4,,0.72,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2013-Q2,,0.51,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2012-Q4,,0.4,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2012-Q2,,0.23,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2011-Q4,,0.17,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2011-Q2,,0.14,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2010-Q4,,0.11,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,AUS,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2010-Q2,,0.06,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2024-Q4,,80.27,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2024-Q2,,71.09,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2023-Q4,,55.65,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2023-Q2,,43.92,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2022-Q4,,34.46,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2022-Q2,,27.46,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2021-Q4,,19.68,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2021-Q2,,11.91,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2020-Q4,,5.31,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2020-Q2,,0.9,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2019-Q4,,0.14,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2019-Q2,,0.01,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2024-Q4,,68.86,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2024-Q2,,65.9,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2023-Q4,,63.44,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2023-Q2,,59.42,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2022-Q4,,54.3,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2021-Q4,,40.4,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2024-Q4,,79.8,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2024-Q2,,73.56,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2023-Q4,,69.36,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2023-Q2,,59.82,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2022-Q4,,50.53,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2022-Q2,,41.02,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2021-Q4,,29,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2024-Q4,,47.11,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2024-Q2,,39.17,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2023-Q4,,24.09,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2023-Q2,,17.42,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2022-Q4,,13.26,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2024-Q4,,35.89,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2024-Q2,,26.76,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2023-Q4,,21.07,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2023-Q2,,15.81,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,FRA,,Q,,MBB,,SUB,,5GS,,_Z,,100HB,,2022-Q4,,12.49,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2012-Q2,,0.01,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2011-Q4,,0.01,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2012-Q4,,0.04,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2013-Q2,,0.05,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2024-Q4,,10.48,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2024-Q2,,9.6,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2023-Q4,,8.97,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2023-Q2,,8.82,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2022-Q4,,7.89,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2022-Q2,,7.52,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2021-Q4,,7.11,,A,,0,,2,
