STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,FREQ,,MEASURE,,UNIT_MEASURE,,ACTIVITY,,SIZE_CLASS,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,OBS_STATUS_2,,OBS_STATUS_3,,UNIT_MULT,,TIME_HORIZON_USE,,DECIMALS,,BREAKDOWN_V7,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,USA,,A,,G14_B,,PT_ENT,,_T,,S_GE10,,2018,,3.675265148,,B,,D,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,CAN,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2017,,73.8,,B,,D,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,CAN,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2017,,52.9,,B,,D,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,CAN,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2017,,78.5,,B,,D,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2023,,92.8489,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,KOR,,A,,C3B_B,,PT_ENT,,_T,,S_GE10,,2021,,17.7188848707232,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,KOR,,A,,G7_B,,PT_ENT,,_T,,S_GE10,,2021,,14.305423727943928,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,KOR,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2021,,69.91353870838815,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,KOR,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2012,,10.368291834902283,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2020,,83.3906,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2020,,53.026300000000006,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,G14_B,,PT_ENT,,_T,,S_GE10,,2020,,4.1104,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,C3B_B,,PT_ENT,,_T,,S_GE10,,2014,,21.9107,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,G14_B,,PT_ENT,,_T,,S_GE10,,2020,,4.8061,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2020,,26.860899999999997,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2020,,70.3522,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2020,,33.3223,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,G14_B,,PT_ENT,,_T,,S_GE10,,2020,,5.6003,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2020,,88.3468,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,A3F_B,,PT_ENT,,_T,,S_GE10,,2020,,28.7989,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,G7_B,,PT_ENT,,_T,,S_GE10,,2015,,5.7146,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2015,,87.1229,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,C3B_B,,PT_ENT,,_T,,S_GE10,,2015,,29.9586,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,G7_B,,PT_ENT,,_T,,S_GE10,,2015,,15.395700000000001,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,C3B_B,,PT_ENT,,_T,,S_GE10,,2019,,44.2149,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2019,,88.21379999999999,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,CAN,,A,,G14_B,,PT_ENT,,_T,,S_GE10,,2019,,3,,D,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,A3F_B,,PT_ENT,,_T,,S_GE10,,2020,,19.1373,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,USA,,A,,G14_B,,PT_ENT,,_T,,S_GE10,,2017,,6.399089768,,D,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,USA,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2017,,52.2,,D,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,CAN,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2012,,30.5,,D,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2021,,59.41,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2023,,68.8364,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2023,,26.7592,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,G14_B,,PT_ENT,,_T,,S_GE10,,2023,,5.8845,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,G7_B,,PT_ENT,,_T,,S_GE10,,2023,,33.8981,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,G7_B,,PT_ENT,,_T,,S_GE10,,2023,,37.0799,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,C3B_B,,PT_ENT,,_T,,S_GE10,,2023,,24.543499999999998,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,C3B_B,,PT_ENT,,_T,,S_GE10,,2023,,27.4888,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,G14_B,,PT_ENT,,_T,,S_GE10,,2021,,6.665400000000001,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,G14_B,,PT_ENT,,_T,,S_GE10,,2021,,10.5585,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,G7_B,,PT_ENT,,_T,,S_GE10,,2019,,21.7211,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,KOR,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2022,,70.19175948034285,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,KOR,,A,,G7_B,,PT_ENT,,_T,,S_GE10,,2022,,39.65417205775337,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,KOR,,A,,C3B_B,,PT_ENT,,_T,,S_GE10,,2022,,20.593421834500404,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,KOR,,A,,G14_B,,PT_ENT,,_T,,S_GE10,,2022,,27.988619795321316,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,KOR,,A,,C3B_B,,PT_ENT,,_T,,S_GE10,,2019,,17.4859408268488,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,KOR,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2019,,67.0957763424215,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,G7_B,,PT_ENT,,_T,,S_GE10,,2019,,17.832600000000003,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,G7_B,,PT_ENT,,_T,,S_GE10,,2019,,26.866899999999998,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,A3F_B,,PT_ENT,,_T,,S_GE10,,2020,,21.4285,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2022,,17.555200000000003,,B,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,A3F_B,,PT_ENT,,_T,,S_GE10,,2022,,24.3634,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,KOR,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2022,,69.5,,B,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2018,,19.4249,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2018,,69.4075,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2018,,22.4272,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2018,,87.3941,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2018,,81.9852,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2018,,41.857699999999994,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2019,,71.5391,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,C3B_B,,PT_ENT,,_T,,S_GE10,,2019,,27.678199999999997,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,KOR,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2010,,61.12559396992985,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,KOR,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2011,,57.46210082459919,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,KOR,,A,,G14_B,,PT_ENT,,_T,,S_GE10,,2019,,2.49290448567512,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,KOR,,A,,G7_B,,PT_ENT,,_T,,S_GE10,,2019,,8.578036327545735,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,KOR,,A,,C3B_B,,PT_ENT,,_T,,S_GE10,,2014,,15.7,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,CAN,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2021,,14,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,CAN,,A,,G14_B,,PT_ENT,,_T,,S_GE10,,2021,,4.7,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,CAN,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2021,,48.7,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,CAN,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2023,,83.3,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,CAN,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2023,,54.2,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,CAN,,A,,C3B_B,,PT_ENT,,_T,,S_GE10,,2023,,20.9,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,CAN,,A,,G14_B,,PT_ENT,,_T,,S_GE10,,2023,,8.3,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,C3B_B,,PT_ENT,,_T,,S_GE10,,2017,,47.002500000000005,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,G7_B,,PT_ENT,,_T,,S_GE10,,2017,,15.041699999999999,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2017,,87.3171,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,C3B_B,,PT_ENT,,_T,,S_GE10,,2017,,31.8909,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2017,,83.6292,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2012,,14.974000000000002,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2014,,14.702699999999998,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2015,,16.1988,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2016,,15.5446,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2017,,17.2183,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2018,,17.008200000000002,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2019,,17.441200000000002,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2020,,18.0063,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2024,,15.937100000000001,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2012,,21.2813,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2014,,22.2941,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2015,,21.3653,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2016,,22.2322,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2017,,18.956200000000003,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2018,,20.0526,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2019,,19.047,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2020,,19.416800000000002,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2022,,22.2323,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2024,,22.859299999999998,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2012,,30.234499999999997,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2014,,24.2677,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2015,,22.2195,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2016,,23.4758,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2017,,22.171,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2018,,24.3846,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2019,,27.1238,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,H1_B,,PT_ENT,,_T,,S_GE10,,2020,,29.4765,,A,,,,,,0,,L_3,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2016,,16.2566,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2016,,88.9297,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2016,,82.98649999999999,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,GBR,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2016,,34.6648,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2021,,70.4972,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,DEU,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2010,,81.429,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,FRA,,A,,B1_B,,PT_ENT,,_T,,S_GE10,,2010,,57.710499999999996,,A,,,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,JPN,,A,,G14_B,,PT_ENT,,_T,,S_GE10,,2019,,3.871938705,,B,,D,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,USA,,A,,G14_B,,PT_ENT,,_T,,S_GE10,,2021,,5.651547688,,B,,D,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,JPN,,A,,G14_B,,PT_ENT,,_T,,S_GE10,,2021,,3.519824505,,B,,D,,,,0,,,,2,,BUS_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),,I,JPN,,A,,G3_B,,PT_ENT,,_T,,S_GE10,,2021,,24.05177498,,B,,D,,,,0,,,,2,,BUS_TOTAL,
